Transect No.,County,Site,Site function,Transect type,Drag round,Year,Date,Habitat type CONCAT,Temp (F),RH (%),Longitude Start,Latitude Start,GPS Start,GPS End,Start Time,End Time,Collectors,Amblyomma americanum ADULT,Amblyomma americanum NYMPH,Amblyomma americanum LARVA,Amblyomma maculatum ADULT,Amblyomma maculatum NYMPH,Amblyomma maculatum LARVA,Dermacentor albipictus ADULT,Dermacentor albipictus NYMPH,Dermacentor albipictus LARVA,Dermacentor variabilis ADULT,Dermacentor variabilis NYMPH,Dermacentor variabilis LARVA,Haemaphysalis leporispalustris ADULT,Haemaphysalis leporispalustris NYMPH,Haemaphysalis leporispalustris LARVA,Haemaphysalis longicornis ADULT,Haemaphysalis longicornis NYMPH,Haemaphysalis longicornis LARVA,Ixodes scapularis ADULT,Ixodes scapularis NYMPH,Ixodes scapularis LARVA,Rhipicephalus sanguineus ADULT,Rhipicephalus sanguineus NYMPH,Rhipicephalus sanguineus LARVA,Unknown ADULT,Unknown NYMPH,Unknown LARVA,Unknown UNKNOWN,Total,Overall Notes
24-9034B,Nassau,Stillwell Woods County Park,,Interior,1,2024,Jun/05/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",80.2,60.2,-73.4712665,40.8341512,"40.8341512, -73.4712665","40.8344244, -73.4717385",5:35 PM,6:00 PM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,
24-1098,Nassau,Stillwell Woods County Park,,Trail,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",79.6,68.2,-73.4722156,40.8360269,"40.8360269, -73.4722156","40.8356279, -73.4711357",7:55 AM,8:25 AM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-1099,Nassau,Stillwell Woods County Park,,Interior,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, ,",82.5,69.5,-73.4710288,40.8358523,"40.8358523, -73.4710288","40.8363115, -73.4724735",8:25 AM,8:45 AM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,
24-3055,Nassau,Stillwell Woods County Park,,Trail,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",78.2,75.1,-73.4714469,40.8340919,"40.8340919, -73.4714469","40.7336667, -73.4704860",7:53 AM,8:13 AM,Brendan Cary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-3056,Nassau,Stillwell Woods County Park,,Interior,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",79.6,74.1,-73.47075221,40.8337,"40.8337000, -73.47075221","40.8340754, -73.4716091",8:18 AM,8:50 AM,Brendan Cary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,
24-5120,Nassau,Stillwell Woods County Park,,Trail,2,2024,Jun/21/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",79.2,70.3,-73.4727648,40.834452,"40.834452, -73.4727648","40.8341784, -73.4715696",7:47 AM,8:09 AM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
24-5121,Nassau,Stillwell Woods County Park,,Interior,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",76.6,78.2,-73.4717422,40.8341063,"40.8341063, -73.4717422","40.8343055, -73.4725536",8:10 AM,8:31 AM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,
24-9110,Nassau,Stillwell Woods County Park,,Edge,2,2024,Jun/21/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",77.2,69.1,-73.4728225,40.8341571,"40.8341571, -73.4728225","40.8334255, -73.4719863",7:45 AM,8:02 AM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-9111,Nassau,Stillwell Woods County Park,,Edge,2,2024,Jun/21/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",77.2,69.1,-73.4719099,40.8334224,"40.8334224, -73.4719099","40.8325744, -73.4709547",8:05 AM,8:25 AM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-2027B,Nassau,SUNY Old Westbury,,Trail,1,2024,Jun/10/2024,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",67.5,59.2,-73.5703329,40.7958563,"40.7998563, -73.5703329","40.7950930, -73.5696097",9:15 AM,9:40 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-2028B,Nassau,SUNY Old Westbury,,Interior,1,2024,Jun/10/2024,"Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter,",,,-73.5695698,40.7949255,"40.7949255, -73.5695698","40.7947725, -73.5707013",9:45 AM,10:10 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
24-2029,Nassau,SUNY Old Westbury,,Interior,1,2024,Jun/10/2024,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",70,53.5,-73.5707841,40.7952999,"40.7452999, -73.5707841","40.7957741, -73.5710001",10:19 AM,10:40 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-4040,Nassau,SUNY Old Westbury,,Trail,1,2024,Jun/10/2024,"Leaf Litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",66.5,57.3,-73.5695225,40.7941539,"40.7941539, -73.5695225","40.7943956, -73.5687239",9:33 AM,10:11 AM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,Total: 5
24-4041B,Nassau,SUNY Old Westbury,,Interior,1,2024,Jun/10/2024,"Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",69.6,56,-73.5682914,40.7945598,"40.7945598, -73.5682914","40.7945253, -73.5695262",10:15 AM,10:46 AM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Total: 9
24-6037C,Nassau,SUNY Old Westbury,,Edge,1,2024,Jun/10/2024,"Unmaintained herbaceous, Maintained grass, Unmaintained herbaceous, Unmaintained herbaceous, Maintained grass, Unmaintained herbaceous, Unmaintained herbaceous, Maintained grass, Maintained grass, Unmaintained herbaceous,",71,45.6,-73.5718875,40.7964119,"40.7964119, -73.5718875","40.7959104, -73.5718453",9:16 AM,9:26 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-6038,Nassau,SUNY Old Westbury,,Edge,1,2024,Jun/10/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Maintained grass, Maintained grass, Leaf Litter, Maintained grass,",,,-73.5719576,40.7955525,"40.7955525, -73.5719576","40.7949933, -73.5729349",9:30 AM,9:39 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-6039,Nassau,SUNY Old Westbury,,Trail,1,2024,Jun/10/2024,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",70.8,53.6,-73.5725403,40.7949474,"40.7949474, -73.5725403","40.7946616, -73.5727784",9:45 AM,10:06 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,Trail covered in leaves
24-2110,Nassau,SUNY Old Westbury,,Trail,2,2024,Jun/24/2024,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",75.5,58.5,-73.5703372,40.7948332,"40.7948332, -73.5703372","40.7948530, -73.5695419",8:40 AM,8:48 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-2111,Nassau,SUNY Old Westbury,,,2,2024,Jun/24/2024,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",75.5,58.5,-73.5694266,40.7948951,"40.7948951, -73.5694266","40.7948951, -73.5694266",8:51 AM,9:10 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,
24-2112,Nassau,SUNY Old Westbury,,Trail,2,2024,Jun/24/2024,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter,",78.2,56.9,-73.5702561,40.7936975,"40.7936975, -73.5702561","40.7937288, -73.5708571",9:15 AM,9:33 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,
24-4161,Nassau,SUNY Old Westbury,,Trail,2,2024,Jun/24/2024,"Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",77.5,54.4,-73.5712968,40.7953971,"40.7953971, -73.5712968","40.7948365, -73.203024",8:31 AM,8:57 AM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-4162,Nassau,SUNY Old Westbury,,Interior,2,2024,Jun/24/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter,",78.9,56.4,-73.5702873,40.7949024,"40.7949024, -73.5702873","40.7954284, -73.5710125",9:00 AM,9:27 AM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-6080B,Nassau,SUNY Old Westbury,,Edge,2,2024,Jun/24/2024,"Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Leaf Litter, Maintained grass and unmaintained herbaceous, Unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous,",78.8,52.4,-73.5719184,40.7962609,"40.7962609, -73.5719184","40.7955484, -73.5720327",8:30 AM,8:49 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-6081,Nassau,SUNY Old Westbury,,Edge,2,2024,Jun/24/2024,"Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Leaf Litter, Maintained grass and leaf litter, Maintained grass, Unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous,",78.9,52.7,-73.5721065,40.795418,"40.7954180, -73.5721065","40.7950388, -73.5730506",8:51 AM,9:12 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,
24-6082,Nassau,SUNY Old Westbury,,Interior,2,2024,Jun/24/2024,"Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",79.5,55.6,-73.5729805,40.7948156,"40.7948156, -73.5729805","40.7941461, -73.5733477",9:19 AM,9:41 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,
24-1058,Nassau,Tiffany Creek Preserve,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, ,",75.9,40.4,-73.51599,40.8590597,"40.8590597, -73.5159900","40.8586149, -73.5142666",10:00 AM,10:30 AM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,17,"Ivy, knee high shrubs, total ticks = 21"
24-1059,Nassau,Tiffany Creek Preserve,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",76.2,40.6,-73.5140011,40.8583611,"40.8583611, -73.5140011","40.8581098, -73.5147890",10:35 AM,11:00 AM,Rob Gullery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,13,Trail curves
24-1060,Nassau,Tiffany Creek Preserve,,Interior,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",70,42,-73.5150106,40.8582546,"40.8582546, -73.5150106","40.8580208, -73.5136829",11:05 AM,11:25 AM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,
24-5053,Nassau,Tiffany Creek Preserve,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",71.1,51.8,-73.5160802,40.8586106,"40.8586106, -73.5160802","40.8579259, -73.5163229",9:58 AM,10:20 AM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,Total: 8
24-5054,Nassau,Tiffany Creek Preserve,,Interior,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",71.2,48.9,-73.5161727,40.8579847,"40.8579847, -73.5161727","40.8586288, -73.5164228",10:22 AM,10:49 AM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,Total: 3
24-9042,Nassau,Tiffany Creek Preserve,,Edge,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",70.2,50.2,-73.5180885,40.8601168,"40.8601168, -73.5180885","40.8598805, -73.5177295",9:55 AM,10:10 AM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-9043,Nassau,Tiffany Creek Preserve,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",72.9,43.2,-73.5177247,40.85981,"40.8598100, -73.5177247","40.8596363, -73.5168084",10:15 AM,10:30 AM,Apoorva Sakthivel,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,
24-9044,Nassau,Tiffany Creek Preserve,,Interior,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",72.6,48.1,-73.51686,40.8594362,"40.8594362, -73.5168600","40.8599053, -73.5178031",10:35 AM,10:59 AM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,5,
24-2070,Nassau,Tiffany Creek Preserve,,Trail,2,2024,Jun/20/2024,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",86.2,61.9,-73.5165056,40.8590467,"40.8590467, -73.5165056","40.8583197, -73.5160178",1:45 PM,2:10 PM,Mohammed Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
24-2071,Nassau,Tiffany Creek Preserve,,Interior,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",N/A,N/A,-73.5160748,40.8580162,"40.8580162, -73.5160748","40.8586182, -73.5169140",2:15 PM,2:35 PM,Mohammed Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,
24-2073,Nassau,Tiffany Creek Preserve,,Trail,2,2024,Jun/20/2024,"Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",87.5,56.2,-73.5188224,40.8601115,"40.8601115, -73.5188224","40.8699416, -73.5198463",2:45 PM,3:05 PM,Mohammed Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-4135,Nassau,Tiffany Creek Preserve,,Trail,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",83.3,70.6,-73.5176315,40.8598224,"40.8598224, -73.5176315","40.8593524, -73.5167852",1:43 PM,2:09 PM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,
24-4136,Nassau,Tiffany Creek Preserve,,Interior,2,2024,Jun/20/2024,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter,",85.3,62.2,-73.5169616,40.8594504,"40.8594504, -73.5169616","40.8592511, -73.5175919",2:19 PM,2:49 PM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,
24-7047,Nassau,Tiffany Creek Preserve,,Edge,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herb and leaf litter, Maintained grass, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter,",86.6,61.3,-73.5182784,40.8598761,"40.8598761, -73.5182784","40.8600481, -73.5177059",1:36 PM,1:55 PM,Aidan Lee,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
24-7048,Nassau,Tiffany Creek Preserve,,Trail,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",,,-73.5160185,40.8584286,"40.8584286, -73.5160185","40.8592123, -73.5150401",1:59 PM,2:18 PM,Aidan Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no temp or rh
24-7049,Nassau,Tiffany Creek Preserve,,Interior,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",86.6,61.3,-73.5153207,40.8593497,"40.8593497, -73.5153207","40.8592349, -73.5163621",2:20 PM,2:46 PM,Aidan Lee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,
24-1061,Nassau,Trail View State Park 1,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",72.7,51.4,-73.4711602,40.8192324,"40.8192324, -73.4711602","40.8200684, -73.4710928",12:20 PM,12:45 PM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,
